"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
5	"C35H68N2O8"	"[M + H3N + H]+"	"C35H72N3O8+"	"Amino acids and Peptides"	0.654	"Macrolides"	0.792	"Erythromycins"	0.658	"Organic acids and derivatives"	0.984	"Carboxylic acids and derivatives"	0.965	"Amino acids, peptides, and analogues"	0.746	"Amino acids and derivatives"	0.732	"Amino acids and derivatives"	0.732	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Macrolides and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	662.532	154	2.562	695994792938380928	695994653016394368	184	NA	184
1	"C38H74N2O4"	"[M + K]+"	"C38H74KN2O4+"	"Fatty acids"	0.999	"Spingolipids"	0.995	"Ceramides"	0.93	"Lipids and lipid-like molecules"	0.97	"Sphingolipids"	0.948	"Ceramides"	0.952	NA	NA	"Ceramides"	0.952	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	661.528	154	2.564	695994802807579264	695994653150612096	185	NA	185
1	"C3H4FNO3"	"[M + H3N + H]+"	"C3H8FN2O3+"	"Fatty acids"	0.971	"Fatty Acids and Conjugates"	0.936	"Halogenated fatty acids"	0.989	"Lipids and lipid-like molecules"	0.38	"Fatty Acyls"	0.479	"Fatty acids and conjugates"	0.583	"Halogenated fatty acids"	0.511	"Halogenated fatty acids"	0.511	"Organic compounds; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Halogenated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha-halocarboxylic acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	139.051	155	2.578	695994789176089984	695994653268052608	187	NA	187
1	"C6H6N2O2"	"[M - H2O + H]+"	"C6H5N2O+"	"Alkaloids"	0.749	"Histidine alkaloids"	0.631	"Imidazole alkaloids"	0.635	"Organoheterocyclic compounds"	0.988	"Azoles"	0.557	"Imidazoles"	0.589	"Substituted imidazoles"	0.395	"Imidazolyl carboxylic acids and derivatives"	0.523	"Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	121.04	155	2.58	695994784650435456	695994653217720960	186	NA	186
1	"C20H37N3O3"	"[M + H3N + H]+"	"C20H41N4O3+"	"Fatty acids"	0.462	"Fatty amides"	0.418	"N-acyl amines"	0.338	"Organic acids and derivatives"	0.994	"Carboxylic acids and derivatives"	0.987	"Amino acids, peptides, and analogues"	0.831	"Amino acids and derivatives"	0.827	"N-acyl-alpha amino acids"	0.733	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	385.317	155	2.581	695994793580109440	695994653335161472	188	NA	188
4	"C17H29N3O3"	"[M + H]+"	"C17H30N3O3+"	"Fatty acids"	0.723	"Fatty amides"	0.764	"N-acyl amines"	0.82	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.981	"Amino acids and derivatives"	0.98	"N-acyl-alpha amino acids"	0.965	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Substituted imidazoles; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	324.229	156	2.602	695994780091226368	695994653393881728	189	NA	189
9	"C34H69N2O6P"	"[M + H]+"	"C34H70N2O6P+"	"Fatty acids"	1	"Spingolipids"	1	"Phosphosphingolipids"	0.997	"Lipids and lipid-like molecules"	0.994	"Sphingolipids"	0.997	"Phosphosphingolipids"	0.998	"Phosphoceramides"	0.953	"Ceramide phosphoethanolamines"	0.966	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Phosphoethanolamines; Ceramide phosphoethanolamines; Phosphoceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	633.497	156	2.604	695994800148390144	695994653460990720	190	NA	190
1	"C20H35N3O3"	"[M + H3N + H]+"	"C20H39N4O3+"	"Fatty acids"	0.718	"Fatty amides"	0.826	"N-acyl amines"	0.864	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.994	"Amino acids and derivatives"	0.994	"N-acyl-alpha amino acids"	0.98	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; N-acyl-alpha amino acids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	383.302	156	2.607	695994784390388480	695994653532293888	191	NA	191
9	"C36H73N2O7P"	"[M - H2O + H]+"	"C36H72N2O6P+"	"Fatty acids"	1	"Spingolipids"	1	"Phosphosphingolipids"	0.977	"Lipids and lipid-like molecules"	0.992	"Sphingolipids"	0.997	"Phosphosphingolipids"	0.996	"Phosphoceramides"	0.809	"Ceramide phosphoethanolamines"	0.781	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Phosphoethanolamines; Ceramide phosphoethanolamines; Phosphoceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	659.513	156	2.608	695994795786313472	695994653595208448	192	NA	192
1	"C11H16O4"	"[M + H3N + H]+"	"C11H20NO4+"	"Fatty acids"	0.949	"Fatty Acids and Conjugates"	0.731	"Dicarboxylic acids"	0.66	"Organic acids and derivatives"	0.988	"Carboxylic acids and derivatives"	0.983	"Dicarboxylic acids and derivatives"	0.627	NA	NA	"Dicarboxylic acids and derivatives"	0.627	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	230.139	157	2.614	695994784176478976	695994653649734400	193	NA	193
1	"C3H9NO4"	"[M - H2O + H]+"	"C3H8NO3+"	"Amino acids and Peptides"	0.995	"Small peptides"	0.995	"Aminoacids"	0.998	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.985	"Amino acids and derivatives"	0.985	"L-alpha-amino acids"	0.523	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	106.05	157	2.614	695994772176574208	695994653716843264	194	NA	194
2	"C11H21NO5"	"[M + H]+"	"C11H22NO5+"	"Fatty acids"	0.954	"Fatty amides"	0.697	"N-acyl amines"	0.663	"Organic acids and derivatives"	0.997	"Carboxylic acids and derivatives"	0.992	"Amino acids, peptides, and analogues"	0.912	"Amino acids and derivatives"	0.91	"N-acyl-alpha amino acids"	0.532	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Serine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	248.15	157	2.614	695994781118830976	695994653762980608	195	NA	195
1	"C22H46NO7P"	"[M + H]+"	"C22H47NO7P+"	"Fatty acids"	0.999	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.999	"Lipids and lipid-like molecules"	0.978	"Glycerophospholipids"	0.996	"Glycerophosphocholines"	0.993	"Lysophosphatidylcholines"	0.979	"1-acyl-sn-glycero-3-phosphocholines"	0.973	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	468.309	157	2.622	695994774051428224	695994653830089472	196	NA	196
1	"C36H68N2O4"	"[M + K]+"	"C36H68KN2O4+"	"Fatty acids"	0.992	"Spingolipids"	0.915	"Ceramides"	0.668	"Lipids and lipid-like molecules"	0.961	"Sphingolipids"	0.858	"Ceramides"	0.843	NA	NA	"Ceramides"	0.843	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	631.481	158	2.639	695994820520126336	695994653884615424	197	NA	197
2	"C9H9N4O3"	"[M + H3N + H]+"	"C9H13N5O3+"	"Alkaloids"	0.947	"Pseudoalkaloids (transamidation)"	0.452	"Purine alkaloids"	0.667	"Benzenoids"	0.688	NA	NA	NA	NA	NA	NA	"Benzenoids"	0.688	"Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	239.101	158	2.641	695994796700671872	695994653951724288	198	NA	198
1	"C6H11FO5"	"[M + H3N + H]+"	"C6H15FNO5+"	"Fatty acids"	0.986	"Fatty Acids and Conjugates"	0.99	"Halogenated fatty acids"	0.888	"Lipids and lipid-like molecules"	0.923	"Fatty Acyls"	0.897	"Fatty acids and conjugates"	0.873	"Branched fatty acids"	0.534	"Branched fatty acids"	0.534	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Halogenated fatty acids; Alkyl fluorides; Carboxylic acids; Organofluorides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Alkyl halides; Alpha-halocarboxylic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	200.092	159	2.648	695994787427064960	695994654002055936	199	NA	199
1	"C9H13NO4"	"[M + H3N + H]+"	"C9H17N2O4+"	"Amino acids and Peptides"	0.65	"Fatty amides"	0.529	"Aminoacids"	0.365	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.891	"Amino acids and derivatives"	0.89	"Proline and derivatives"	0.565	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Oxoprolines; Pyrrolidine carboxylic acids; Pyrrolidine-2-ones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	217.118	159	2.65	695994787297041536	695994654043998976	200	NA	200
1	"C5H9NO4"	"[M - H2O + H]+"	"C5H8NO3+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.999	"Amino acids and derivatives"	0.999	"Alpha amino acids"	0.934	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	130.05	159	2.65	695994793869516416	695994654077553408	201	NA	201
1	"C5H6N4O2"	"[M - H2O + H]+"	"C5H5N4O+"	"Alkaloids"	0.986	"Pseudoalkaloids (transamidation)"	0.807	"Purine alkaloids"	0.912	"Organic acids and derivatives"	0.838	"Carboxylic acids and derivatives"	0.684	"Carboxylic acid derivatives"	0.597	"Carboxylic acid amides"	0.422	"2-heteroaryl carboxamides"	0.511	"Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Diazines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; 2-heteroaryl carboxamides; Chemical entities"	137.046	161	2.678	695994797040410496	695994654194993920	203	NA	203
